,title,rating,format,genre
3643,블루랜드,9.9,0,1
3644,루이와 졸개들 R,9.78,2,1
3645,"빛, 봉인의 열쇠",9.75,2,1
3646,더 위시,8.9,0,1
3647,칠흑의 장미,9.88,1,1
3648,붉은 이정표,9.88,0,1
3649,극장에 유령이 나오면,9.58,0,1
3650,정령왕즈,9.88,0,1
3651,무쇠,9.81,0,1
3652,백발의 유성,8.95,0,1
3653,슈체나리움 (Szenarium),8.99,0,1
3654,그릇!,9.86,2,1
3655,도원향,9.89,2,1
3656,숲의 향연,9.74,0,1
3657,도개걸윷모,9.57,0,1
3658,분신캐리,9.74,0,1
3659,잠깐만! 아이돌 좀 하고 갈게,9.74,0,1
3660,저승길잡이,9.9,0,1
3661,왕과 그림자와 여자,9.76,0,1
3662,귀신사양복점인턴생,9.3,0,1
3663,렌시,9.93,0,1
3664,아마도,9.57,0,1
3665,초능력의 도시,9.69,0,1
3666,헨젤과 마녀 그레텔,9.67,0,1
3667,엔피씨(NPC),9.42,0,1
3668,월국의 프락세이스,9.63,0,1
3669,월혼,9.75,0,1
3670,30일의 시간여행,9.55,0,1
3671,내 어깨 위에 공룡,9.8,0,1
3672,엘카림이 들어줄게!,9.79,0,1
3673,그리마 콘텐츠,8.63,0,1
3674,악괴를 잡아 너를 지키겠습니다.,9.5,0,1
3675,랭커앤랭커,9.8,0,1
3676,빅타이거,9.52,0,1
3677,숲속의 성,9.88,0,1
3678,비밀의 정원,9.4,0,1
3679,정크이터,9.74,0,1
3680,절대신의 유희,9.85,0,1
3681,헬스하는 용사님!,9.02,0,1
3682,종이를 주웠다,9.66,0,1
3683,클로버 신드롬,9.61,2,1
3684,미친 꽃은 답도 없다,9.67,0,1
3685,시크릿 하숙집,9.7,0,1
3686,매지컬팡,9.85,2,1
3687,저승파견고용직,9.9,0,1
3688,너는 나의 나는 너의 수호천사,9.88,0,1
3689,충견,9.15,0,1
3690,흑묘,9.71,0,1
3691,로그 아일,9.74,0,1
3692,까만 동화 : 인형의 집,9.87,0,1
3693,분신사가,8.77,0,1
3694,어둠의 창 번외편-토아 이야기,9.56,0,1
3695,가위바위보,9.62,0,1
3696,곰의 딸,9.51,0,1
3697,아라군주,9.6,0,1
3698,크림슨 크로스,9.78,0,1
3699,아스테리스크,9.89,2,1
3700,금잔화가 피는 여름,9.14,0,1
3701,디플로마티코,9.75,1,1
3702,LADS'PARTY,9.59,0,1
3703,주파수,9.4,2,1
3704,일월의 선화,9.82,0,1
3705,리사이클 : 클래식 코드,8.82,0,1
3706,소울,8.93,0,1
3707,"안녕, 앨리스",9.83,0,1
3708,다음 생도 신이 되겠습니다.,9.3,0,1
3709,"헬로,로시!",9.65,0,1
3710,가상&RPG,9.88,0,1
3711,주작작 주주작,9.67,0,1
3712,에고 인 휴고,9.8,0,1
3713,천상열차분야지도,9.87,0,1
3714,환생 세탁소,9.78,0,1
3715,당신의 쓸모,9.52,0,1
3716,라텔론,9.11,0,1
3717,성녀가 아니라 마녀였습니다!,9.73,0,1
3718,고량,9.89,0,1
3719,내 몸을 잘 부탁해!,9.57,0,1
3720,나만 모르는 연애,8.39,0,1
3721,클로저,8.86,0,1
3722,용사가 되고 싶지 않아,9.91,0,1
3723,-,9.87,0,1
3724,뇌명의 하라,9.81,0,1
3725,페카텀,9.78,1,1
3726,바사무엘,9.87,0,1
3727,메디오(MEDIO),9.79,0,1
3728,어린공주,9.9,0,1
3729,"뼈와 재, 불의 이야기",9.62,0,1
3730,나부활,9.81,0,1
3731,천사의 학교,9.31,0,1
3732,출근하개,8.81,2,1
3733,릴리스,9.48,0,1
3734,선녀의 신,8.61,0,1
3735,마법약사,9.9,0,1
3736,애플 에이지,9.88,0,1
3737,나도 이세계 주인공이고 싶다,8.12,0,1
3738,마샤의 인형,9.86,2,1
3739,등교하는 근식이,9.9,0,1
3740,용아,8.94,0,1
3741,천년나무 그늘에는 도깨비가 있다,9.39,0,1
3742,미친 공작을 길들여버렸다,8.65,2,1
3743,월하의 검,9.73,0,1
3744,마왕이 되는 방법,9.84,0,1
3745,코엑시스트,8.72,0,1
3746,밤을 거둔 신기루는,9.87,0,1
3747,의자왕 체어맨,9.43,0,1
3748,당신의 꿈속으로 입장합니다,8.84,2,1
3749,캐스팔루크,9.8,0,1
3750,新조선왕조실록,9.83,0,1
3751,땅거미들,9.7,0,1
3752,소녀와 동박새,9.71,0,1
3753,몬스터 커맨더F,9.86,0,1
3754,중간계 사우나,9.81,0,1
3755,검은 늑대,9.87,0,1
3756,나의 스위치 메이트,9.89,0,1
3757,프로탈출러,9.44,2,1
3758,팔천의 독,9.47,0,1
3759,서울신이전,9.52,0,1
3760,열쇠의 용사 카이제루스,9.59,0,1
3761,리플렉션,9.37,0,1
3762,이세계 국밥 마스터,9.65,0,1
3763,백작가의 상인,8.61,0,1
3764,올림포스 랩소디,9.73,0,1
3765,버스터즈!,9.61,0,1
3766,홀,9.64,0,1
3767,달에게서 소년에게,9.45,0,1
3768,신군,8.97,0,1
3769,행운을 부르는 고양이씨,9.87,0,1
3770,신,9.68,1,1
3771,포-갓,9.9,1,1
3772,이석의 맨숀,9.22,0,1
3773,템플러,9.36,0,1
3774,신과 인간,9.89,2,1
3775,헥세,8.92,0,1
3776,자체공강,9.86,0,1
3777,보충수업,9.63,0,1
3778,냥만자객,9.21,2,1
3779,포이즌캐럿,9.35,0,1
3780,미가식당,9.25,0,1
3781,가온누리,9.15,0,1
3782,감각의 어빌러티,9.86,0,1
3783,미스터뿡,9.19,0,1
3784,식인귀,9.59,0,1
3785,검은유성우,9.83,0,1
3786,죽는날까지,9.88,0,1
3787,남주만 9명?!,9.63,0,1
3788,이탈자,9.84,0,1
3789,잿빛악마,9.85,0,1
3790,폴라로이드,9.8,0,1
3791,탄생석,9.86,0,1
3792,주저드,9.39,0,1
3793,클리셰,9.83,0,1
3794,저는 용사님이 아닌데요!,9.63,0,1
3795,그림셔틀,9.78,0,1
3796,그리고 이로써 차차,9.22,2,1
3797,드래곤메이커,9.89,2,1
3798,절망 에스프레소,9.89,0,1
3799,할로윈이 끝나기 전에,9.89,0,1
3800,리콜 마이 라이프,9.69,2,1
3801,기억지도,9.65,0,1
3802,디바이스,9.84,0,1
3803,서유신마록,9.69,0,1
3804,이루어지리다,9.67,0,1
3805,저승 화랑 이야기,9.9,0,1
3806,저승 화랑전,9.9,0,1
3807,체리 블러드,9.5,0,1
3808,언니가 돌아왔다,9.84,0,1
3809,"지몽, 선 너머의 나",9.6,0,1
3810,블랙펄,9.72,0,1
3811,햇살 주인공을 악당으로 키워버렸다,9.79,0,1
3812,환상의 아이들,9.89,2,1
3813,미토스 리바이버,9.83,0,1
3814,네펜데스,9.11,0,1
3815,파라웨이 치킨,9.69,0,1
3816,마물전담부대,9.89,1,1
3817,금빛아이는 새벽을 달린다,9.89,0,1
3818,밤을 삼킨 아이,9.59,0,1
3819,박수고딩,9.08,0,1
3820,버그 트레인,9.84,0,1
3821,심연,9.74,0,1
3822,악귀의 메아리,9.62,0,1
3823,포로롱 포롱,9.85,0,1
3824,거미의 상자,9.9,0,1
3825,그들의 사정,9.04,0,1
3826,빨간 고백,9.74,0,1
3827,그녀의 시크릿 사운드,9.81,0,1
3828,애쉬그레이,9.89,0,1
3829,지신전,8.81,0,1
3830,(Old)악마법소녀,9.88,0,1
3831,막장동화에 어서오렴! (feat.동화원정대),9.26,0,1
3832,내 룸메이트는 마네킹,9.81,0,1
3833,너의 여집합,9.87,0,1
3834,슬픔을 먹는 남자,9.89,0,1
3835,괴물의 바다,9.89,0,1
3836,브레인 스톰,9.88,0,1
3837,쓰지만 달콤해,9.13,0,1
3838,원스 인 어 블루문,9.82,0,1
3839,도깨비 장난,9.88,0,1
3840,미용사 : LOST HERO,9.72,0,1
3841,픽셔너,9.64,0,1
3842,여름에 내리는 서리,9.1,0,1
3843,쓰레기 성의 소녀,9.89,0,1
3844,용사 신드롬!,9.59,0,1
3845,용은 범을 잡아먹지 않는다.,9.74,0,1
3846,해결사,9.88,1,1
3847,점성술사,9.6,0,1
3848,사도 신여랑傳,9.5,0,1
3849,얼어붙은 아로와향기,8.84,0,1
3850,천사는 야옹,9.9,1,1
3851,나는 부활 마법을 가졌다,9.85,0,1
3852,좀비가 된 세상에서 마법사는,9.33,0,1
3853,왕립 루브리카 종합학원,9.9,2,1
3854,야귀록,9.75,0,1
3855,어쩌다 보니 용사가,9.64,2,1
3856,아수라게이트,9.46,0,1
3857,달맞이꽃,9.82,0,1
3858,용사님이시다,9.85,0,1
3859,웨일즈,9.9,0,1
3860,망생이 전투,9.67,1,1
3861,흐르는 바닷불처럼,9.78,0,1
3862,판타스틱 시니어,9.88,2,1
3863,번혼,9.11,0,1
3864,오마이갓,9.58,0,1
3865,여기야! 헤드볼 빌리지,8.96,2,1
3866,꿈무덤,9.82,0,1
3867,일주일 지구체험,9.78,0,1
3868,솔직히 말해서,9.67,2,1
3869,아파트용사,9.43,0,1
3870,쏘 판타지,9.88,0,1
3871,은해갑을깝치,9.24,2,1
3872,악마의 육아일기,9.83,2,1
3873,유진의 환상특급열차,9.88,1,1
3874,이 몸은 신이니라!,9.62,0,1
3875,잠자던 숲속의 공주,9.66,0,1
3876,포도나무 소녀,9.77,0,1
3877,가면,9.52,0,1
3878,하임의 서재,9.9,0,1
3879,언데드의사 김해골,9.9,2,1
3880,이상한 낙원의 넬리쉬,9.71,0,1
3881,후르츠렌즈!,9.79,0,1
3882,달의 문지기(휴재),9.36,0,1
3883,아틀레냐,9.87,2,1
3884,공허의 숲,9.53,0,1
3885,스크럼블 에그!,9.83,2,1
3886,플라시버,8.68,0,1
3887,바이러스 X,9.47,0,1
3888,너머의 항하사,9.78,0,1
3889,이리(iri),9.45,0,1
3890,STONE AGE,9.89,0,1
3891,곤충전,9.86,0,1
3892,덴큐,9.72,0,1
3893,화분,9.92,0,1
3894,노바,9.83,0,1
3895,나의 수상한 행성,9.84,0,1
3896,무지개다리 파수꾼,9.74,0,1
3897,신의 마녀,9.87,0,1
3898,이매망향 魑魅望香,9.75,0,1
3899,우로보로스,9.44,0,1
3900,백의사자,9.85,0,1
3901,코스믹 코믹스,9.89,1,1
3902,공주님은 알바중,9.65,0,1
3903,문러버,7.65,0,1
3904,해동요,9.01,0,1
3905,기프트!,9.87,0,1
3906,나라 구한 전생,9.89,0,1
3907,우주수렴법칙,9.76,1,1
3908,이오타,8.86,0,1
3909,이왕이면 아이돌,9.69,0,1
3910,Hello Death! [헬로데스],9.84,0,1
3911,리얼 김영감 게임,9.69,0,1
3912,은룡여린설,9.88,0,1
3913,진짜 다 이루어줘,9.15,0,1
3914,드리머즈,9.31,0,1
3915,시간이 머문 집,9.88,0,1
3916,개인사생활,9.63,1,1
3917,크리비 (Crea.B),9.76,0,1
3918,신기한 오늘,9.52,2,1
3919,숙천,9.78,0,1
3920,오십과 오십의 세계,9.86,0,1
3921,모브,9.86,2,1
3922,종이비행기를 날리면,9.83,0,1
3923,달과 바다와 관찰자,9.87,1,1
3924,멍멍이랑,9.9,1,1
3925,비밀곰,9.13,0,1
3926,다락방을 찾아서,9.46,0,1
3927,메이커,9.74,0,1
3928,스페로 스페라,9.88,0,1
3929,엘레노이 아타락시아,9.87,0,1
3930,블러드문,9.74,0,1
3931,동물화실,9.91,1,1
3932,젤리빈 하우스,9.8,0,1
3933,랜드라이프,9.89,0,1
3934,이브의 꿈속친구,9.86,0,1
3935,괴신,9.85,0,1
3936,앨리스를 위하여,9.87,0,1
3937,드래곤 카이트,9.58,0,1
3938,-,9.89,2,1
3939,아베 마리아,9.87,0,1
3940,모던 던전 판타지아,9.83,2,1
3941,라스가에!,9.89,2,1
3942,너에게 말하지 못한 얘기,9.85,0,1
3943,철의 낙원,9.05,0,1
3944,자각몽,9.89,0,1
3945,환상법사,9.47,0,1
3946,반연(絆緣),9.9,0,1
3947,전기수,9.87,2,1
3948,체리블로섬,9.89,0,1
3949,모서리에서,9.31,2,1
3950,여우비 전설,8.92,0,1
3951,잉여특공대,9.87,0,1
3952,지금은 여관주인!!,9.9,0,1
3953,야옹방범대,9.9,1,1
3954,비밀의 화분,9.6,0,1
3955,魂지킴이,9.77,0,1
3956,예쁜인력,8.71,0,1
3957,퇴마부,9.82,0,1
3958,인생사진,9.69,1,1
3959,다르디움,9.87,2,1
3960,헬로도사,9.82,2,1
3961,나 좀 내버려둬!,9.68,0,1
3962,키치 꼬치,8.16,0,1
3963,도화,9.85,0,1
3964,평범한 이계의 여고생,9.86,0,1
3965,견우화,9.87,0,1
3966,밤공마,9.57,0,1
3967,PI(파이),9.75,0,1
3968,빈센트,9.77,1,1
3969,렛츠고!팜머스쿨!,9.85,2,1
3970,사인검,9.78,0,1
3971,엘프하프,9.85,0,1
3972,미로의 정원,9.89,0,1
3973,성형술사,9.73,0,1
3974,나비를 찾아서,9.85,0,1
3975,좋은 꿈 꾸세요,9.89,0,1
3976,연애노트,8.83,0,1
3977,신의 태궁,9.88,0,1
3978,바리이야기,9.88,0,1
3979,달을 그리는 숲,9.75,0,1
3980,꽃이 피고 진 자리,9.45,0,1
3981,마계의 황녀,9.88,0,1
3982,하루만 네가 되고 싶어,9.89,0,1
3983,완벽한 이별,9.79,0,1
3984,투지만발 슈트라이텐,8.99,0,1
3985,블래커,9.77,0,1
3986,컬러풀,9.84,1,1
3987,비너스,9.28,0,1
3988,사막화花,9.68,0,1
3989,안녕 외교국,9.54,0,1
3990,악마의 레시피,9.76,0,1
3991,껌은 고양이 뇌로,9.82,0,1
3992,여름밤에 문을 두드린 산타,9.88,0,1
3993,로단테,9.88,0,1
3994,크리그,9.82,0,1
3995,사소한 일로 계약,9.55,0,1
3996,파도를 삼킨 어항,9.75,0,1
3997,신속한 세계,9.23,0,1
3998,3구역 숲,9.47,0,1
3999,당신의 한 순간,9.76,1,1
4000,만가,9.38,0,1
4001,소금물 방,9.86,0,1
4002,정글짐 위에 올라,9.9,0,1
4003,문지기,9.89,0,1
4004,윈터하츠,9.9,0,1
4005,BeYonD,9.83,0,1
4006,엑소니클,9.67,0,1
4007,달란트,9.88,0,1
4008,나의 작은 여우별,9.9,0,1
4009,수상한 가족협정,9.89,0,1
4010,인비트윈,9.5,0,1
4011,벽(로그아웃),9.82,1,1
4012,시나브로 너에게,9.56,0,1
4013,나비 이야기,9.9,0,1
4014,개구리공주,9.86,0,1
4015,파도의 색깔,9.88,0,1
4016,결혼 교과 시간,9.8,0,1
4017,어글리 피플즈,8.7,0,1
4018,용애어부가,9.9,0,1
4019,갓도령스,9.88,0,1
4020,주근깨 가쵸,9.66,0,1
4021,우리 집에 최애캐!,9.78,2,1
4022,라스오브이블,9.6,0,1
4023,도도도,9.8,0,1
4024,우리에게 내일은,9.53,0,1
4025,마녀가 잠든 사이에,9.86,0,1
4026,아더의왕국,9.88,0,1
4027,슈퍼캣,9.59,0,1
4028,킬링타임,9.83,0,1
4029,초인의시대,9.52,0,1
4030,지금만큼은,9.89,0,1
4031,판타지 여동생!,9.46,0,1
4032,시선스틸러,9.63,0,1
4033,미르신화전기,9.86,0,1
4034,그 세계의 공주님,9.87,0,1
4035,악취,9.76,0,1
4036,악마소녀,9.58,0,1
4037,블랙옐로,8.85,2,1
4038,낭떠러지 밖으로 점프,9.76,1,1
4039,머리카락을 뽑으면,9.81,0,1
4040,지켜라!여의주!,9.71,0,1
4041,합법해적 파르페,9.9,0,1
4042,인어를 위한 수영교실,9.9,0,1
4043,세이의 RPG,9.69,0,1
4044,그의 박물관엔 수상한 미라가 있다.,9.89,0,1
4045,용사를 물리쳐라!,9.9,0,1
4046,신이 없는 세계,9.88,0,1
4047,요괴백정,9.87,0,1
4048,반,9.83,0,1
4049,왕자님을 찾아라!,9.88,2,1
4050,미용사,9.79,0,1
4051,정불고교,9.43,0,1
4052,우주광부,9.7,0,1
4053,악마의 성불사무소,9.89,0,1
4054,취사병 전설이 되다,9.89,0,1
4055,아이테르,9.86,0,1
4056,오늘은 영웅,9.78,0,1
4057,셀리아의 어린 연인,9.84,0,1
4058,무주의 맹시,9.89,2,1
4059,검은 가시,9.86,0,1
4060,디드롭스 (D.drops),9.88,0,1
4061,블러드 라이트,9.55,2,1
4062,호구와 싸가지,9.89,0,1
4063,드라코런 :: Dracorun,9.8,0,1
4064,꿈의 왕의 꿈,9.84,0,1
4065,봉봉미엘 홍차클럽,9.9,2,1
4066,진주전,9.86,0,1
4067,데르탈리즘,9.58,0,1
4068,어나더,9.86,0,1
4069,태양,9.6,0,1
4070,다이아몬드 갓 수,9.57,0,1
4071,크라이시스,9.78,0,1
4072,히어로전우치,9.62,0,1
4073,그라티아,9.54,0,1
4074,이름을 빌려드립니다,9.76,0,1
4075,레퀴에스,9.25,2,1
4076,리베르,9.32,0,1
4077,필,9.86,0,1
4078,색깔전쟁,9.79,0,1
4079,디센트,9.49,0,1
4080,용사님을 사랑한 힐러님,9.83,0,1
4081,검은인간,9.89,0,1
4082,신의 계약서,9.63,0,1
4083,최강의 악마,9.89,0,1
4084,허니버니,9.86,0,1
4085,호가비,9.85,0,1
4086,재와 먼지의 시,9.79,0,1
4087,헬58,9.41,0,1
4088,지옥의 주인,9.22,0,1
4089,야수와 줄리엣,9.88,0,1
4090,어둠이 내게 오면,9.87,0,1
4091,망령왕이,9.52,2,1
4092,카리스마,9.9,0,1
4093,수호령,9.88,0,1
4094,게이트,9.76,0,1
4095,백설:잔혹동화,9.86,0,1
4096,큐레이터,9.72,0,1
4097,빌런즈,9.89,0,1
4098,하늘의 가녘,9.88,0,1
4099,뱀파이어 수난시대,9.76,0,1
4100,AIR,9.89,0,1
4101,신들을 부탁해!,9.8,0,1
4102,WINGS,9.8,0,1
4103,클릭금지,9.74,0,1
4104,데빌런,9.74,0,1
4105,로베스의 완전감각,9.88,0,1
4106,이차원의 테라리움,9.45,0,1
4107,나는 사람입니다.,9.86,0,1
4108,U.S.P.O.,9.32,0,1
4109,마고령,9.85,0,1
4110,새을비전,9.87,0,1
4111,내 여동생은 귀여워,7.12,2,1
4112,미즈라 태양의 성,9.9,0,1
4113,내 남친은 이세계를 구한 용사님!?,9.86,0,1
4114,저승탈출 넘버원,9.23,0,1
4115,루나샵에 어서오세요!,9.9,0,1
4116,묘 (猫) 하게 이끌리는,9.79,0,1
4117,신선 마트 중간계지점,9.89,2,1
4118,체크메이트 더 게임,9.27,1,1
4119,우리들의 트로이메라이,9.88,0,1
4120,DOLL,9.9,0,1
4121,나오의 결계,9.73,0,1
4122,그 앨리스에게 판타지란 없다,9.89,0,1
4123,히어로키-악의돼지삼형제 ReMake,9.59,0,1
4124,사가,9.62,0,1
4125,"Please kiss me, Princess",9.89,0,1
4126,세피아,9.85,0,1
4127,마고,9.88,0,1
4128,최초의 다정,9.82,0,1
4129,이매무당전,9.9,0,1
4130,이계리턴즈,9.85,0,1
4131,미친악마,9.84,0,1
4132,문카니발,9.57,0,1
4133,피그말리온,9.88,1,1
4134,인더섀도우,9.9,0,1
4135,마도,9.74,0,1
4136,저주인형,9.89,0,1
4137,회색문: 괴담,9.81,1,1
4138,차원의 소녀,9.89,0,1
4139,니플헤임,9.86,0,1
4140,호랑이와 해님달님,9.85,0,1
4141,페이퍼,9.8,0,1
4142,송곳니 가족,9.37,1,1
4143,스펙터즈,9.89,0,1
4144,Save Me,9.86,0,1
4145,그냥 엄청난 판타지,9.81,0,1
4146,이상의세상,9.16,0,1
4147,이웃집 성녀님!,9.46,2,1
4148,긁지 않은 복권,9.89,0,1
4149,잃어버린 시간을 드립니다,9.86,0,1
4150,윙,9.59,0,1
4151,신화의 나라,9.78,0,1
4152,인어의 연못,9.87,0,1
4153,PANDEMIC,9.82,1,1
4154,재건! 마왕성,9.87,0,1
4155,무슨일이에요?,9.77,2,1
4156,뱀프 브라더스,9.88,0,1
4157,행복을 입혀 드립니다,9.89,0,1
4158,고교생을 환불해 주세요,9.88,2,1
4159,오늘과 내일의 경계,9.89,0,1
4160,안녕도깨비,9.87,0,1
4161,나루아씨전,9.86,0,1
4162,뱀블러프,9.76,0,1
4163,우린 NPC다,9.69,0,1
4164,등선(登仙),9.5,0,1
4165,천상의 전령사,9.48,0,1
4166,바스티아 대륙이야기 -마왕의 대륙-,9.4,0,1
4167,노미를 잡아라,9.48,0,1
4168,무한의 팔라무트,9.8,0,1
4169,나비리본,9.77,0,1
4170,가출천사 육성계약,9.89,0,1
4171,링거,9.73,1,1
4172,마녀는 그렇게 죽었다,9.83,0,1
4173,카인의표적,9.82,0,1
4174,아이엠 헝그리,9.79,0,1
4175,도깨비를 키우는 방법,9.83,0,1
4176,jaw의 괴기만화,9.79,1,1
4177,검은소,9.83,0,1
4178,이세계 용사랑 마왕 뭐 그런거 알잖아?,9.88,0,1
4179,WaNDerer,9.86,0,1
4180,볼트(VOLT),9.74,0,1
4181,비공식 공동체,8.7,0,1
4182,어글리후드,9.89,0,1
4183,슈넨베리아,9.88,0,1
4184,좀비인간,9.51,0,1
4185,빅보이,9.82,0,1
4186,종말의 왕국,9.52,0,1
4187,론즈(Lons),9.82,0,1
4188,사이어미즈,9.75,0,1
4189,10월 28일,9.87,0,1
4190,나를 깨우러 온,9.89,0,1
4191,던전의 주인님,9.87,0,1
4192,중고 팔레트,9.84,0,1
4193,티안,9.86,0,1
4194,돌아와 리즈!,9.77,0,1
4195,나이베디야,9.85,0,1
4196,돌팔이 작명소,9.56,1,1
4197,골란기-시발섬의 식인종들-,9.79,2,1
4198,내 안에 깃든 너,9.88,0,1
4199,검의계승자,9.87,0,1
4200,매구인게 어때서?!,9.84,0,1
4201,후크,9.87,0,1
4202,루턴 -past story-,9.84,0,1
4203,옆집여대생,9.81,1,1
4204,붉은끈,9.76,0,1
4205,플라워,9.67,0,1
4206,얀카툰,8.86,0,1
4207,지울 수 있을까?,9.89,0,1
4208,스쿱스,9.55,0,1
4209,사이클,9.88,0,1
4210,스타더스트,8.94,0,1
4211,불꽃에 휘날리다,9.85,0,1
4212,아라비안 스위트,9.79,0,1
4213,여우들,9.42,0,1
4214,푸른사막 아아루,9.89,0,1
4215,요괴백정,9.85,0,1
4216,잊지 말아요,9.86,0,1
4217,아머나이트,9.78,0,1
4218,기묘한 기담,9.86,1,1
4219,달리다굼,9.85,0,1
4220,에이디,9.86,0,1
4221,그루버,9.15,0,1
4222,초하루 밤의 달맞이꽃,9.79,0,1
4223,하엔,9.54,2,1
4224,"용사갑,마왕을",9.88,0,1
4225,페탈(쥬브나일스),9.85,1,1
4226,단역: 아무개,9.83,2,1
4227,도시유사 현세전,9.24,0,1
4228,용사의 딸,9.78,2,1
4229,하늘하늘하늘!,9.76,0,1
4230,하나린 하나린,9.88,0,1
4231,귀전구담,9.89,1,1
4232,포르고드(FORGOD),9.86,0,1
4233,도담도담,9.88,2,1
4234,해프닝,9.85,0,1
4235,날지못하는악마,9.89,0,1
4236,검은피의 도시,9.78,0,1
4237,갑자기판타지,9.81,0,1
4238,눈꽃,9.84,0,1
4239,겨울밤,9.85,0,1
4240,드리머,9.41,0,1
4241,인연입니까?,9.7,0,1
4242,구세의 블레이딩,9.7,0,1
4243,신의 프시키온,9.83,0,1
4244,지구인입니다,9.88,0,1
4245,하이퍼(HYPER),9.46,0,1
4246,페더,9.86,0,1
4247,얼티미터,9.88,0,1
4248,천사에게는 날개가 없다,9.87,0,1
4249,히어로망스,9.85,0,1
4250,버기버그,9.86,0,1
4251,하제,9.87,1,1
4252,라인리스 :: Lineless,9.85,0,1
4253,유만즈,9.85,0,1
4254,기억들,9.89,0,1
4255,기생하는 심장,9.86,1,1
4256,너를 잃는 숲,9.81,0,1
4257,마법사와 꼬마,9.84,0,1
4258,산타라떼(Santa Latte),9.86,0,1
4259,페이트,9.72,0,1
4260,코르보(Corvo),9.86,0,1
4261,한국인이다,9.8,0,1
4262,오늘의 퇴마,9.87,1,1
4263,환상동화 모음집,9.65,1,1
4264,4번째 세계,9.6,0,1
4265,마당개의 인생,9.73,0,1
4266,빗자루도깨비 태비,9.86,0,1
4267,잭(J.a.c.k),9.2,0,1
4268,몽상가 죽이기,9.57,0,1
4269,고양이 프린스,9.79,0,1
4270,꼬마마법사 박광태,9.75,1,1
4271,산들바람,9.83,0,1
4272,일상을 지켜라,9.88,1,1
4273,환생게임,9.46,0,1
4274,내 신랑은 구미호,9.47,0,1
4275,"우주에서제일못생긴설정이지만,그래도연애할수있을거같아",9.85,0,1
4276,슬립워커,9.84,0,1
4277,마녀 어머니와 좀비 아들,9.85,0,1
4278,백풍의 신령 가무,9.46,0,1
4279,엔드와 세이브,9.6,0,1
4280,네가 머무는 자리,9.83,0,1
4281,다프트기어,9.7,2,1
4282,로즈관찰일기,9.75,0,1
4283,금수저,9.85,0,1
4284,넘버그레이,9.87,0,1
4285,지켜라! 밥그릇,9.85,0,1
4286,에르나크,9.85,0,1
4287,마왕이 상병신,9.88,0,1
4288,묵색임금,9.85,0,1
4289,먼지소녀,8.81,0,1
4290,불멸의 드래곤,9.41,0,1
4291,판데모니움,9.59,0,1
4292,플레이어,9.52,0,1
4293,모던픽션A: 삼국지 표류도시,9.82,0,1
4294,A의 세계,9.39,0,1
4295,다이아 하트의 안내인,9.12,0,1
4296,야수본능,9.51,0,1
4297,듀이,9.85,0,1
4298,은조,9.06,0,1
4299,To.[M],9.82,0,1
4300,더미,9.84,2,1
4301,나는 공주다,9.61,0,1
4302,나를 키워주세요,9.79,2,1
4303,찬란하게 드리우다,9.87,0,1
4304,호랑각시,9.15,0,1
4305,아비터,9.78,0,1
4306,크리스마스는 쨈과 함께,9.86,0,1
4307,야상곡,9.75,0,1
4308,떡신사바,9.76,0,1
4309,사신과 소녀,9.86,0,1
4310,공부 좀 하자,9.85,0,1
4311,일어나보니 치킨,9.86,0,1
4312,정사도 [Saintly Dozen],8.08,0,1
4313,우리집 브로콜리,9.83,2,1
4314,마왕 옆자리 비서 한 마리,9.8,1,1
4315,인수니즘 코믹스,9.79,1,1
4316,페인포인트 PAINPOINT,9.62,0,1
4317,5인전쟁,9.87,0,1
4318,왕의정원,9.74,0,1
4319,사형제,9.88,0,1
4320,열렙전사,9.71,0,1
4321,악마와 티타임,9.86,2,1
4322,힐데르트 캐슬,9.41,0,1
4323,우주대모험,9.2,0,1
4324,언더 더 애플트리,9.29,1,1
4325,신과 인간에 관한 재밌는 상상화,9.8,1,1
4326,루크벨라의 우아한인생,9.87,0,1
4327,사자(使者),9.86,0,1
4328,어렴풋이,9.8,0,1
4329,그마남 이야기,9.86,0,1
4330,"가라, 로봇!",9.62,0,1
4331,성검의 홀리소드,9.78,0,1
4332,어둠 속을 날아서,9.73,0,1
4333,판타스틱! 티티우스 표류기,9.86,0,1
4334,더 모나크,9.69,0,1
4335,리바이벌(Revival),9.77,0,1
4336,별끝에서 땅끝까지,9.81,2,1
4337,무의식의 숲,9.9,2,1
4338,두번째의 왕자님,9.88,0,1
4339,발렌티노 다스티,9.82,0,1
4340,우렁이라도 좋아,9.82,0,1
4341,데몬데몬,9.85,0,1
4342,저리가요 마왕씨,9.86,1,1
4343,밤의 피조물,9.75,0,1
4344,정귀괴담록,9.86,0,1
4345,트러블걸,9.7,0,1
4346,네크로골비,9.85,0,1
4347,하루살이 소년,9.87,1,1
4348,네거티브 칸나,9.74,0,1
4349,데일리 위치,9.85,0,1
4350,틈새의주인,9.84,0,1
4351,사랑하는 마음,9.62,0,1
4352,조선타임트래블,9.84,1,1
4353,야생화,9.83,0,1
4354,신기관리팀 처용대,9.67,0,1
4355,들개의 품위,9.85,0,1
4356,산신 [山神],9.85,0,1
4357,오즈의 바보들,9.89,1,1
4358,망각천사를 잡는 방법,9.76,0,1
4359,애오라지,9.7,0,1
4360,마왕의 휴일,9.87,2,1
4361,HOL(전설의 역사),9.4,1,1
4362,환상음악단편선,9.69,1,1
